"Relationship Focus","Adversarial Disposition","Target Relationship Focus","Target Adversarial Disposition Focus","Script Function (ongoing)","Strategy ","Phrases en","Phrase de","Search tokens en","Search tokens de","Example en 1","Example en 2","Example en 3","Example de 1","Example de 2","Example de 3"
"low","high",high,"low","Bargaining","Perspektive anderer verstehen/nachvollziehen","You have a valid point","Sie haben einen guten Standpunkt",perspective of others,Perspektive der anderen; Perspektive übernehmen ,,,,,,
